date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:31	35012/35012	---M--	200	added ('OK')	image/jpeg	etag:%228cfa-591f4fa3e7c00%22	https://preview.colorlib.com/theme/feliciano/images/person_1.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/person_1.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:32	44811/44811	---M--	200	added ('OK')	image/jpeg	etag:%22bb43-591f4fa4dbe40%22	https://preview.colorlib.com/theme/feliciano/images/person_2.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/person_2.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:32	34443/34443	---M--	200	added ('OK')	image/jpeg	etag:%228918-591f4fa4dbe40%22	https://preview.colorlib.com/theme/feliciano/images/person_3.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/person_3.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:32	24496/24496	---M--	200	added ('OK')	image/jpeg	etag:%226306-591f4fa5d0080%22	https://preview.colorlib.com/theme/feliciano/images/person_4.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/person_4.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:32	19311/19311	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Sep%202019%2011:36:04%20GMT	https://preview.colorlib.com/theme/feliciano/blog-single.html	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/blog-single.html	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:33	148309/148309	---M--	200	added ('OK')	image/jpeg	etag:%22257fb-591f4f9599a40%22	https://preview.colorlib.com/theme/feliciano/images/image_1.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/image_1.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:33	650076/650076	---M--	200	added ('OK')	image/jpeg	etag:%22a5e3b-591f4f809e8c0%22	https://preview.colorlib.com/theme/feliciano/images/bg_3.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/bg_3.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:33	136802/136802	---M--	200	added ('OK')	image/jpeg	etag:%2222b39-591f4f968dc80%22	https://preview.colorlib.com/theme/feliciano/images/image_2.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/image_2.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:33	145262/145262	---M--	200	added ('OK')	image/jpeg	etag:%2224fcf-591f4f9781ec0%22	https://preview.colorlib.com/theme/feliciano/images/image_3.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/image_3.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
20:01:33	115529/115529	---M--	200	added ('OK')	image/jpeg	etag:%221d33e-591f4f996a340%22	https://preview.colorlib.com/theme/feliciano/images/insta-1.jpg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/images/insta-1.jpg	(from https://preview.colorlib.com/theme/feliciano/index.html)
